grid_id,timestamp,alert_type,current_activity,baseline_activity,reason
4141,2013-11-01 06:00:00,ACTIVITY_DROP,501.60810000000004,1202.0275000000001,Current activity 501.61 is at or below 0.70x the within-day baseline 1202.03.
4141,2013-11-01 07:00:00,ACTIVITY_DROP,541.4891,1202.0275000000001,Current activity 541.49 is at or below 0.70x the within-day baseline 1202.03.
4141,2013-11-01 08:00:00,ACTIVITY_SPIKE,886.4046999999999,1202.0275000000001,"Activity increased from 541.49 to 886.40, at least 1.50x the previous hour."
4141,2013-11-01 19:00:00,HIGH_ACTIVITY,1882.5776999999998,1155.385,Current activity 1882.58 is at least 1.50x the within-day baseline 1155.38.
4141,2013-11-01 20:00:00,HIGH_ACTIVITY,1740.2579,1155.385,Current activity 1740.26 is at least 1.50x the within-day baseline 1155.38.
4142,2013-11-01 02:00:00,ACTIVITY_DROP,437.93839999999994,711.5844999999999,Current activity 437.94 is at or below 0.70x the within-day baseline 711.58.
4142,2013-11-01 03:00:00,ACTIVITY_DROP,397.0479,711.5844999999999,Current activity 397.05 is at or below 0.70x the within-day baseline 711.58.
4142,2013-11-01 04:00:00,ACTIVITY_DROP,343.9345,711.5844999999999,Current activity 343.93 is at or below 0.70x the within-day baseline 711.58.
4142,2013-11-01 05:00:00,ACTIVITY_DROP,349.012,711.5844999999999,Current activity 349.01 is at or below 0.70x the within-day baseline 711.58.
4142,2013-11-01 06:00:00,ACTIVITY_DROP,352.1878,711.5844999999999,Current activity 352.19 is at or below 0.70x the within-day baseline 711.58.
4142,2013-11-01 07:00:00,ACTIVITY_DROP,408.0092,711.5844999999999,Current activity 408.01 is at or below 0.70x the within-day baseline 711.58.
